gender,age,age_o,d_age,samerace,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,expected_num_interested_in_me,expected_num_matches,like,guess_prob_liked,met,decision,decision_o,match
1,27,25,2,1,8,8,9.09,18.18,27.27,18.18,18.18,9.09,5,6,7,4,5,6,33.33,11.11,11.11,11.11,11.11,22.22,6,8,6,8,9,9,8,8,8,7,5,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.17,5,2,2,7,5,0,1,1,1
1,27,26,1,0,8,8,20,10,20,30,10,10,6,7,8,7,9,6,33.33,11.11,11.11,11.11,11.11,22.22,6,8,6,8,9,7,7,7,7,6,5,5,5,5,9,4,3,4,4,2,6,9,3,9,3,6,2,1,0.1,5,2,2,7,5,0,0,1,0
1,24,21,3,0,1,1,15,20,20,15,15,15,5,6,6,8,10,8,100,0,0,0,0,0,7,7,10,10,10,6,6,6,6,6,6,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,-0.36,6,19,1,6,6,0,0,1,0
1,24,24,0,1,1,1,45,5,25,20,0,5,6,7,8,7,9,8,100,0,0,0,0,0,7,7,10,10,10,6,5,7,7,9,7,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,0.39,6,19,1,6,9,0,0,1,0
1,24,25,1,1,1,1,35,10,35,10,10,0,8,7,9,7,9,7,100,0,0,0,0,0,7,7,10,10,10,5,6,8,5,8,6,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,-0.47,6,19,1,5,5,0,0,0,0
1,24,23,1,1,1,1,20,20,20,20,10,10,8,9,10,10,8,8,100,0,0,0,0,0,7,7,10,10,10,7,8,8,7,8,7,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,-0.19,6,19,1,7,7,0,0,1,0
1,24,21,3,1,1,1,20,5,25,25,10,15,9,6,7,9,6,5,100,0,0,0,0,0,7,7,10,10,10,3,10,7,7,10,5,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,-0.06,6,19,1,4,10,0,0,1,0
1,24,23,1,0,1,1,10,25,20,25,5,15,8,9,9,9,10,7,100,0,0,0,0,0,7,7,10,10,10,7,10,10,6,10,7,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,0.43,6,19,1,6,7,0,0,1,0
1,24,22,2,0,1,1,15,15,25,20,15,10,8,6,7,7,8,6,100,0,0,0,0,0,7,7,10,10,10,7,6,8,6,8,7,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,-0.16,6,19,1,7,7,0,0,1,0
1,24,25,1,1,1,1,9.09,18.18,27.27,18.18,18.18,9.09,7,6,8,7,9,8,100,0,0,0,0,0,7,7,10,10,10,8,10,9,9,8,8,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,-0.21,6,19,1,8,8,0,1,1,1
1,24,26,2,0,1,1,20,10,20,30,10,10,7,8,7,8,7,8,100,0,0,0,0,0,7,7,10,10,10,5,6,6,6,6,6,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,-0.23,6,19,1,6,6,0,0,1,0
1,24,26,2,1,1,1,15,15,15,40,10,5,9,9,8,10,8,8,100,0,0,0,0,0,7,7,10,10,10,6,6,6,6,6,6,10,10,10,10,9,9,4,10,10,8,3,8,8,6,6,5,10,0.08,6,19,1,7,7,0,0,1,0
0,21,25,4,1,8,10,25,20,25,20,10,0,3,10,10,6,4,7,12,18,20,16,16,18,5,9,7,9,10,6,8,7,9,5,7,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,-0.23,5,0,0,9,1,1,0,0,0
0,21,24,3,0,8,10,25,35,30,10,0,0,4,5,6,4,6,2,12,18,20,16,16,18,5,9,7,9,10,5,8,8,4,9,3,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,0.43,5,0,0,6,1,0,0,0,0
0,21,24,3,0,8,10,25,15,25,25,15,15,6,7,8,6,7,7,12,18,20,16,16,18,5,9,7,9,10,7,7,8,5,7,2,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,-0.4,5,0,0,6,1,0,0,1,0
0,21,28,7,0,8,10,25,15,25,15,0,20,7,8,8,7,9,6,12,18,20,16,16,18,5,9,7,9,10,6,8,8,6,8,4,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,0.01,5,0,0,5,2,0,0,1,0
0,21,26,5,0,8,10,20,35,20,10,10,5,6,7,10,8,9,8,12,18,20,16,16,18,5,9,7,9,10,6,8,8,6,8,5,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,0.22,5,0,0,8,2,0,0,0,0
0,21,30,9,0,8,10,20,20,25,25,5,5,9,5,6,5,5,7,12,18,20,16,16,18,5,9,7,9,10,4,7,7,4,7,3,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,-0.06,5,0,0,5,1,0,0,1,0
0,21,22,1,0,8,10,30,15,25,25,5,0,3,8,5,5,8,3,12,18,20,16,16,18,5,9,7,9,10,7,7,7,5,6,3,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,-0.08,5,0,0,6,1,0,0,0,0
0,21,25,4,1,8,10,20,20,20,20,5,15,6,7,8,4,6,4,12,18,20,16,16,18,5,9,7,9,10,9,9,10,9,9,8,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,0.28,5,0,0,9,5,0,1,0,0
0,21,23,2,0,8,10,25,10,35,15,0,15,2,8,8,3,2,2,12,18,20,16,16,18,5,9,7,9,10,7,4,6,4,4,2,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,0.44,5,0,0,2,1,0,0,0,0
0,21,21,0,0,8,10,15,20,15,30,5,15,6,6,8,6,7,6,12,18,20,16,16,18,5,9,7,9,10,5,8,8,5,8,2,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,0.62,5,0,0,6,1,0,0,0,0
0,21,28,7,0,8,10,40,15,20,10,5,10,6,8,8,7,7,6,12,18,20,16,16,18,5,9,7,9,10,6,8,7,7,7,2,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,-0.08,5,0,0,6,1,0,0,0,0
0,21,28,7,0,8,10,40,20,20,20,0,0,5,7,7,7,7,5,12,18,20,16,16,18,5,9,7,9,10,6,8,7,6,8,2,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,-0.2,5,0,0,6,1,0,0,0,0
0,21,23,2,0,8,10,20,25,25,10,10,10,5,8,10,7,9,5,12,18,20,16,16,18,5,9,7,9,10,5,9,9,8,9,5,10,8,10,5,5,5,2,1,3,7,10,4,7,4,8,5,2,0.39,5,0,0,8,3,0,0,0,0
0,27,25,2,0,1,2,25,20,25,20,10,0,4,10,8,8,6,4,20,20,20,10,10,20,7,8,7,8,7,5,7,7,6,7,5,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,0.29,4,2,2,6,4,0,0,0,0
0,27,23,4,0,1,2,20,25,20,15,10,10,3,6,8,5,5,1,20,20,20,10,10,20,7,8,7,8,7,5,6,6,5,6,3,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,0.44,4,2,2,3,2,0,0,0,0
0,27,24,3,0,1,2,25,35,30,10,0,0,4,5,5,3,5,1,20,20,20,10,10,20,7,8,7,8,7,5,7,7,5,7,3,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,-0.04,4,2,2,4,3,0,0,0,0
0,27,24,3,0,1,2,25,15,25,25,15,15,6,7,6,6,8,5,20,20,20,10,10,20,7,8,7,8,7,6,8,8,7,7,6,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,-0.21,4,2,2,6,6,0,1,1,1
0,27,28,1,0,1,2,25,15,25,15,0,20,7,7,7,5,6,5,20,20,20,10,10,20,7,8,7,8,7,6,7,7,4,6,6,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,-0.02,4,2,2,6,6,0,1,1,1
0,27,26,1,0,1,2,20,35,20,10,10,5,5,8,5,5,6,5,20,20,20,10,10,20,7,8,7,8,7,8,7,7,7,6,7,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,-0.33,4,2,2,7,4,0,1,0,0
0,27,23,4,0,1,2,25,10,35,15,0,15,2,2,3,2,2,1,20,20,20,10,10,20,7,8,7,8,7,3,4,5,4,4,2,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,-0.52,4,2,2,2,1,0,0,0,0
0,27,21,6,0,1,2,15,20,15,30,5,15,4,6,7,6,5,5,20,20,20,10,10,20,7,8,7,8,7,3,6,7,5,5,4,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,0.03,4,2,2,2,2,0,0,0,0
0,27,28,1,0,1,2,40,15,20,10,5,10,6,8,8,7,8,6,20,20,20,10,10,20,7,8,7,8,7,7,7,8,6,7,8,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,0.5,4,2,2,8,5,0,1,0,0
0,27,28,1,0,1,2,40,20,20,20,0,0,4,7,7,6,6,5,20,20,20,10,10,20,7,8,7,8,7,4,5,5,4,5,4,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,0.33,4,2,2,4,2,0,0,0,0
0,27,23,4,1,1,2,20,25,25,10,10,10,5,8,9,7,10,8,20,20,20,10,10,20,7,8,7,8,7,6,7,7,7,7,7,1,2,2,8,8,8,1,2,6,8,8,8,9,7,7,8,8,0.16,4,2,2,7,6,0,1,0,0
0,21,25,4,1,9,6,25,20,25,20,10,0,5,4,3,7,4,3,10,20,40,10,10,10,5,8,6,7,8,5,7,6,6,6,7,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,0.22,5,3,3,8,6,0,1,0,0
0,21,24,3,0,9,6,25,35,30,10,0,0,4,6,5,4,3,2,10,20,40,10,10,10,5,8,6,7,8,5,7,8,6,6,7,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,-0.35,5,3,3,7,6,0,1,1,1
0,21,24,3,0,9,6,25,15,25,25,15,15,8,8,8,10,7,8,10,20,40,10,10,10,5,8,6,7,8,7,7,7,6,6,9,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,-0.17,5,3,3,9,10,1,1,1,1
0,21,28,7,0,9,6,25,15,25,15,0,20,7,8,7,6,6,6,10,20,40,10,10,10,5,8,6,7,8,6,7,7,6,7,5,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,-0.1,5,3,3,7,5,0,1,1,1
0,21,26,5,0,9,6,20,35,20,10,10,5,6,8,9,8,8,9,10,20,40,10,10,10,5,8,6,7,8,7,6,7,7,7,6,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,-0.52,5,3,3,7,5,0,1,0,0
0,21,30,9,0,9,6,20,20,25,25,5,5,5,6,6,4,7,4,10,20,40,10,10,10,5,8,6,7,8,5,6,7,6,6,6,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,0.21,5,3,3,6,5,0,0,1,0
0,21,22,1,0,9,6,30,15,25,25,5,0,4,6,6,4,3,3,10,20,40,10,10,10,5,8,6,7,8,6,6,6,8,6,5,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,0.58,5,3,3,6,5,0,0,0,0
0,21,25,4,1,9,6,20,20,20,20,5,15,7,8,8,6,7,3,10,20,40,10,10,10,5,8,6,7,8,7,7,6,7,6,7,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,-0.23,5,3,3,8,6,0,1,0,0
0,21,23,2,0,9,6,25,10,35,15,0,15,4,6,4,1,1,1,10,20,40,10,10,10,5,8,6,7,8,7,6,5,4,4,4,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,-0.57,5,3,3,6,4,0,0,0,0
0,21,21,0,0,9,6,15,20,15,30,5,15,7,7,6,6,6,5,10,20,40,10,10,10,5,8,6,7,8,6,6,5,7,5,6,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,-0.13,5,3,3,6,5,0,0,0,0
0,21,28,7,0,9,6,40,20,20,20,0,0,6,7,7,7,9,7,10,20,40,10,10,10,5,8,6,7,8,6,7,6,6,5,5,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,0.35,5,3,3,6,4,0,0,1,0
0,21,23,2,0,9,6,20,25,25,10,10,10,6,9,10,8,10,7,10,20,40,10,10,10,5,8,6,7,8,6,8,7,6,7,5,2,2,3,9,7,6,6,7,7,10,9,10,10,10,10,10,3,0.1,5,3,3,6,5,0,0,0,0
0,27,30,3,1,2,3,20,20,25,25,5,5,6,6,6,5,6,4,10,20,20,15,20,15,7,9,9,8,8,5,7,7,7,7,7,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7,0.04,5,3,1,7,7,0,0,1,0
0,25,25,0,0,10,2,25,20,25,20,10,0,8,10,9,9,8,4,20,20,15,15,15,15,7,9,7,8,6,7,8,9,6,8,5,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,-0.12,5,4,0,6,4,0,0,0,0
0,25,24,1,1,10,2,25,35,30,10,0,0,8,5,6,6,5,1,20,20,15,15,15,15,7,9,7,8,6,4,5,10,4,10,4,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,-0.2,5,4,0,4,5,0,0,1,0
0,25,24,1,1,10,2,25,15,25,25,15,15,7,6,6,7,5,4,20,20,15,15,15,15,7,9,7,8,6,6,7,9,7,9,3,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,-0.29,5,4,0,5,4,0,0,1,0
0,25,28,3,1,10,2,25,15,25,15,0,20,7,6,6,7,6,6,20,20,15,15,15,15,7,9,7,8,6,6,8,7,5,8,7,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,-0.01,5,4,0,7,5,0,0,1,0
0,25,26,1,1,10,2,20,35,20,10,10,5,10,8,7,8,7,8,20,20,15,15,15,15,7,9,7,8,6,7,8,8,6,10,6,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,-0.24,5,4,0,8,7,0,0,1,0
0,25,30,5,1,10,2,20,20,25,25,5,5,6,7,5,5,5,2,20,20,15,15,15,15,7,9,7,8,6,3,8,9,8,10,5,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,-0.05,5,4,0,8,4,0,0,1,0
0,25,25,0,0,10,2,20,20,20,20,5,15,9,8,7,8,6,5,20,20,15,15,15,15,7,9,7,8,6,8,8,9,8,9,8,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,0.06,5,4,0,9,8,0,0,1,0
0,25,23,2,1,10,2,25,10,35,15,0,15,6,4,7,6,2,2,20,20,15,15,15,15,7,9,7,8,6,6,5,8,7,10,8,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,0.11,5,4,0,6,7,0,0,0,0
0,25,21,4,1,10,2,15,20,15,30,5,15,8,7,7,7,6,6,20,20,15,15,15,15,7,9,7,8,6,5,4,7,5,9,7,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,0.28,5,4,0,5,4,0,0,1,0
0,25,28,3,1,10,2,40,15,20,10,5,10,9,8,8,8,8,7,20,20,15,15,15,15,7,9,7,8,6,7,8,9,7,8,5,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,0.11,5,4,0,7,7,0,0,1,0
0,25,28,3,1,10,2,40,20,20,20,0,0,8,9,9,9,7,5,20,20,15,15,15,15,7,9,7,8,6,5,8,8,6,9,6,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,-0.15,5,4,0,6,7,0,0,1,0
0,25,23,2,0,10,2,20,25,25,10,10,10,8,9,8,10,9,8,20,20,15,15,15,15,7,9,7,8,6,7,7,7,8,8,6,7,4,7,7,6,3,5,6,8,9,9,7,10,6,8,8,4,0.53,5,4,0,7,5,0,0,1,0
0,23,25,2,0,2,4,25,20,25,20,10,0,8,9,9,8,7,4,20,20,20,15,15,10,7,8,8,8,8,2,5,5,3,5,2,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,-0.38,7,10,0,2,2,0,0,0,0
0,23,24,1,1,2,4,25,35,30,10,0,0,6,5,7,5,5,2,20,20,20,15,15,10,7,8,8,8,8,2,6,7,1,7,2,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,-0.02,7,10,0,2,3,0,0,1,0
0,23,24,1,1,2,4,25,15,25,25,15,15,8,7,7,8,7,7,20,20,20,15,15,10,7,8,8,8,8,3,8,7,6,6,4,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,0.46,7,10,0,5,4,0,0,1,0
0,23,28,5,1,2,4,25,15,25,15,0,20,7,6,8,7,6,7,20,20,20,15,15,10,7,8,8,8,8,4,7,6,1,4,3,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,-0.06,7,10,0,2,2,0,0,1,0
0,23,26,3,1,2,4,20,35,20,10,10,5,10,9,9,10,7,8,20,20,20,15,15,10,7,8,8,8,8,7,4,5,6,5,4,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,0.22,7,10,0,6,5,0,0,1,0
0,23,30,7,1,2,4,20,20,25,25,5,5,5,6,6,6,6,6,20,20,20,15,15,10,7,8,8,8,8,3,7,6,4,6,2,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,-0.05,7,10,0,2,2,0,0,1,0
0,23,25,2,0,2,4,20,20,20,20,5,15,9,8,7,7,7,8,20,20,20,15,15,10,7,8,8,8,8,5,8,8,7,7,6,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,0.02,7,10,0,5,5,0,0,1,0
0,23,23,0,1,2,4,25,10,35,15,0,15,7,3,5,5,3,2,20,20,20,15,15,10,7,8,8,8,8,6,7,6,5,6,6,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,0.05,7,10,0,6,4,0,0,1,0
0,23,21,2,1,2,4,15,20,15,30,5,15,8,7,7,7,6,6,20,20,20,15,15,10,7,8,8,8,8,2,7,6,4,4,4,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,0.06,7,10,0,5,4,0,0,1,0
0,23,28,5,1,2,4,40,15,20,10,5,10,9,9,9,9,8,8,20,20,20,15,15,10,7,8,8,8,8,6,8,8,6,7,5,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,0.08,7,10,0,6,6,0,0,1,0
0,23,28,5,1,2,4,40,20,20,20,0,0,8,8,7,8,7,6,20,20,20,15,15,10,7,8,8,8,8,2,8,7,2,7,2,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,0.16,7,10,0,3,3,0,0,1,0
0,23,23,0,0,2,4,20,25,25,10,10,10,8,9,8,9,9,8,20,20,20,15,15,10,7,8,8,8,8,6,6,6,6,6,4,9,4,9,7,7,4,6,5,7,5,3,9,9,6,4,5,1,0.03,7,10,0,6,5,0,0,1,0
0,22,24,2,0,1,5,25,35,30,10,0,0,7,6,5,7,3,5,17,10,18,20,25,10,6,6,7,7,7,1,6,7,6,4,3,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,-0.16,5,4,1,2,3,1,0,1,0
0,22,24,2,0,1,5,25,15,25,25,15,15,9,7,7,7,6,5,17,10,18,20,25,10,6,6,7,7,7,1,3,4,2,2,1,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,0.44,5,4,1,1,4,0,0,1,0
0,22,28,6,0,1,5,25,15,25,15,0,20,8,8,7,8,6,7,17,10,18,20,25,10,6,6,7,7,7,3,6,6,4,5,1,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,-0.27,5,4,1,1,2,0,0,1,0
0,22,26,4,0,1,5,20,35,20,10,10,5,9,8,8,8,7,9,17,10,18,20,25,10,6,6,7,7,7,8,7,6,6,4,4,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,0.29,5,4,1,6,5,0,1,1,1
0,22,30,8,0,1,5,20,20,25,25,5,5,7,5,6,6,4,5,17,10,18,20,25,10,6,6,7,7,7,1,4,5,4,4,4,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,-0.28,5,4,1,3,5,0,0,1,0
0,22,23,1,0,1,5,25,10,35,15,0,15,8,4,4,7,5,3,17,10,18,20,25,10,6,6,7,7,7,1,2,6,1,6,2,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,0.2,5,4,1,2,3,0,0,1,0
0,22,21,1,0,1,5,15,20,15,30,5,15,8,7,7,6,6,7,17,10,18,20,25,10,6,6,7,7,7,1,3,7,1,4,2,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,-0.31,5,4,1,1,3,0,0,1,0
0,22,28,6,0,1,5,40,15,20,10,5,10,8,8,8,8,8,7,17,10,18,20,25,10,6,6,7,7,7,6,4,8,3,8,2,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,-0.07,5,4,1,3,3,0,0,1,0
0,22,28,6,0,1,5,40,20,20,20,0,0,9,9,8,9,8,7,17,10,18,20,25,10,6,6,7,7,7,2,4,7,3,6,2,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,-0.06,5,4,1,1,2,0,0,1,0
0,22,23,1,0,1,5,20,25,25,10,10,10,9,8,9,10,9,8,17,10,18,20,25,10,6,6,7,7,7,5,6,6,4,3,4,7,6,8,8,7,6,8,7,8,8,5,5,5,5,7,7,8,-0.16,5,4,1,4,1,0,0,1,0
0,22,24,2,1,4,5,25,15,25,25,15,15,7,6,7,6,7,5,20,22,18,15,15,10,6,9,8,7,8,8,6,7,3,7,2,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,-0.41,7,4,3,6,4,0,1,1,1
0,22,28,6,1,4,5,25,15,25,15,0,20,8,8,6,7,6,6,20,22,18,15,15,10,6,9,8,7,8,6,8,7,4,7,2,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,0.08,7,4,3,6,4,0,1,1,1
0,22,22,0,1,4,5,30,15,25,25,5,0,6,8,9,5,9,3,20,22,18,15,15,10,6,9,8,7,8,8,7,8,8,8,6,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,0.11,7,4,3,8,5,0,1,0,0
0,22,25,3,0,4,5,20,20,20,20,5,15,7,8,8,7,6,5,20,22,18,15,15,10,6,9,8,7,8,7,5,6,8,6,4,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,0.2,7,4,3,5,6,0,0,1,0
0,22,23,1,1,4,5,25,10,35,15,0,15,5,8,5,3,3,3,20,22,18,15,15,10,6,9,8,7,8,6,7,7,4,6,6,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,-0.05,7,4,3,6,5,0,1,0,0
0,22,21,1,1,4,5,15,20,15,30,5,15,5,7,6,7,5,5,20,22,18,15,15,10,6,9,8,7,8,6,8,8,5,7,5,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,0.42,7,4,3,8,7,0,1,0,0
0,22,23,1,0,4,5,20,25,25,10,10,10,6,8,8,8,9,6,20,22,18,15,15,10,6,9,8,7,8,6,8,7,6,5,3,8,9,7,7,7,6,2,2,7,7,7,5,7,6,8,9,5,0.52,7,4,3,6,6,0,1,0,0
0,23,25,2,0,2,4,25,20,25,20,10,0,6,6,8,7,8,4,10,20,20,20,20,10,7,8,9,8,8,3,6,6,5,6,5,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,0.19,3,2,1,6,5,0,0,0,0
0,23,24,1,1,2,4,25,35,30,10,0,0,3,4,7,3,7,1,10,20,20,20,20,10,7,8,9,8,8,4,6,6,5,7,6,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,0.21,3,2,1,6,5,0,0,0,0
0,23,24,1,1,2,4,25,15,25,25,15,15,7,7,7,7,6,7,10,20,20,20,20,10,7,8,9,8,8,6,9,7,5,6,3,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,-0.27,3,2,1,7,4,0,0,1,0
0,23,28,5,1,2,4,25,15,25,15,0,20,6,6,6,6,6,5,10,20,20,20,20,10,7,8,9,8,8,4,5,5,2,6,5,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,-0.41,3,2,1,4,3,0,0,1,0
0,23,26,3,1,2,4,20,35,20,10,10,5,6,8,8,9,8,6,10,20,20,20,20,10,7,8,9,8,8,8,7,7,7,5,5,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,-0.02,3,2,1,7,6,0,0,0,0
0,23,30,7,1,2,4,20,20,25,25,5,5,9,5,6,3,6,3,10,20,20,20,20,10,7,8,9,8,8,5,5,5,7,7,6,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,0.09,3,2,1,8,6,0,0,0,0
0,23,23,0,1,2,4,25,10,35,15,0,15,3,5,6,2,6,4,10,20,20,20,20,10,7,8,9,8,8,5,5,5,2,4,3,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,-0.27,3,2,1,4,4,0,0,0,0
0,23,21,2,1,2,4,15,20,15,30,5,15,6,7,7,6,6,4,10,20,20,20,20,10,7,8,9,8,8,3,7,8,6,7,5,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,0.11,3,2,1,7,7,0,0,0,0
0,23,28,5,1,2,4,40,15,20,10,5,10,6,8,8,7,8,6,10,20,20,20,20,10,7,8,9,8,8,7,7,8,7,9,7,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,0.16,3,2,1,9,6,0,1,0,0
0,23,28,5,1,2,4,40,20,20,20,0,0,6,8,8,7,8,6,10,20,20,20,20,10,7,8,9,8,8,3,5,8,4,7,6,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,0.21,3,2,1,6,5,0,0,0,0
0,23,23,0,0,2,4,20,25,25,10,10,10,7,9,10,10,10,10,10,20,20,20,20,10,7,8,9,8,8,7,7,8,8,7,8,5,6,8,7,4,4,2,1,7,8,5,7,7,7,9,6,4,0.49,3,2,1,8,5,0,1,1,1
0,24,25,1,0,4,8,25,20,25,20,10,0,7,5,4,4,8,3,35,10,20,20,10,5,8,8,9,8,9,4,6,6,6,6,4,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,-0.19,5,4,3,5,4,0,0,0,0
0,24,24,0,1,4,8,25,35,30,10,0,0,6,6,6,6,5,3,35,10,20,20,10,5,8,8,9,8,9,4,5,6,5,5,5,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,-0.48,5,4,3,5,4,0,0,1,0
0,24,24,0,1,4,8,25,15,25,25,15,15,9,7,7,6,7,7,35,10,20,20,10,5,8,8,9,8,9,4,6,7,5,8,5,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,0,5,4,3,5,4,0,0,1,0
0,24,28,4,1,4,8,25,15,25,15,0,20,9,8,8,7,8,6,35,10,20,20,10,5,8,8,9,8,9,4,5,7,3,6,4,3,3,7,10,7,7,7,2,6,6,8,8,8,6,7,10,6,-0.38,5,4,3,5,4,0,0,1,0
